case_id,transaction_amount,customer_order_count,previous_refunds,previous_disputes,delivery_confirmed,delivery_delay_days,dispute_delay_days,customer_avg_order_value,communication_count,refund_amount_ratio,payment_failures,evidence_items_available,evidence_items_missing,dispute_reason,contest_success
CASE-8039,722.62,11,9,5,0,19,8,1025.24,3,1.0,0,4,2,unauthorized,0
CASE-8040,1706.16,2,0,2,1,0,14,3001.22,0,0.246,0,4,2,other,0
CASE-8041,1013.64,13,0,0,1,0,1,1337.08,4,0.099,2,5,1,item_not_received,1
CASE-8042,1906.38,13,5,0,1,11,5,3421.76,1,0.738,0,5,1,item_not_received,1
CASE-8043,7616.92,2,0,1,1,20,5,5184.59,3,0.033,0,6,0,item_not_received,1
CASE-8044,73154.81,19,0,0,1,0,12,108054.33,1,0.397,0,4,2,unauthorized,0
CASE-8045,1016.3,3,4,1,0,2,21,2496.74,4,0.51,0,2,4,unauthorized,0
CASE-8046,546.74,19,1,0,0,26,65,1117.03,1,0.407,0,3,3,unauthorized,0
CASE-8047,379.32,2,0,0,0,12,4,359.46,10,0.248,2,5,1,item_not_received,1
CASE-8048,1039.31,17,3,0,0,4,19,992.27,0,0.573,0,4,2,item_not_received,0
CASE-8049,1640.41,5,0,2,0,0,87,2743.44,3,0.193,0,3,3,duplicate,0
CASE-8050,5319.88,1,1,0,1,0,67,5061.54,1,0.218,5,5,1,unauthorized,1
CASE-8051,1107.49,9,9,0,1,0,1,1271.07,0,0.832,6,5,1,unauthorized,0
CASE-8052,15662.41,3,3,0,1,0,22,28423.37,0,0.224,0,5,1,other,1
CASE-8053,14680.54,3,0,0,1,0,13,32174.31,2,0.251,0,5,1,item_not_received,1
CASE-8054,13348.36,1,0,1,1,9,1,32464.92,2,0.017,0,3,3,other,1
CASE-8055,3429.0,3,0,0,1,0,17,6370.95,1,0.062,0,5,1,item_not_received,1
CASE-8056,17945.36,15,9,0,1,7,24,27609.9,0,0.759,0,3,3,defective,0
CASE-8057,106047.41,4,0,0,1,0,2,219694.09,0,0.043,0,5,1,unauthorized,1
CASE-8058,9191.84,58,0,0,1,0,8,4116.34,5,0.236,0,5,1,defective,1
CASE-8059,536.61,2,0,0,1,10,14,290.74,3,0.164,0,5,1,item_not_received,1
CASE-8060,1338.47,1,0,0,1,22,14,592.84,0,0.166,0,3,3,unauthorized,0
CASE-8061,562.47,19,6,1,1,0,82,459.42,9,0.45,0,4,2,duplicate,1
CASE-8062,7516.32,7,0,0,0,7,12,12842.09,3,0.147,3,4,2,item_not_received,0
CASE-8063,39148.51,89,0,0,0,3,1,23908.35,4,0.108,0,4,2,unauthorized,0
CASE-8064,76447.96,2,0,0,1,0,38,76992.81,7,0.147,0,4,2,item_not_received,1
CASE-8065,16728.09,10,0,0,0,4,24,37089.59,4,0.247,0,2,4,defective,0
CASE-8066,7406.7,2,0,2,1,29,11,9311.7,7,0.068,0,5,1,unauthorized,1
CASE-8067,18066.83,73,0,0,0,14,36,9951.18,6,0.004,0,4,2,item_not_received,0
CASE-8068,130181.5,34,1,0,0,15,12,280730.3,7,0.389,1,3,3,item_not_received,0
CASE-8069,1968.49,31,0,0,1,0,3,975.02,0,0.367,6,5,1,item_not_received,1
CASE-8070,3624.45,19,0,7,1,1,29,2987.99,7,0.087,0,5,1,item_not_received,1
CASE-8071,3444.55,4,5,4,0,26,26,3551.22,4,0.58,4,5,1,unauthorized,0
CASE-8072,4318.26,8,0,2,1,12,4,6491.11,4,0.168,0,5,1,unauthorized,1
CASE-8073,1752.32,13,0,2,1,8,48,2230.45,2,0.232,2,5,1,duplicate,1
CASE-8074,47141.66,82,1,2,0,10,13,18217.76,1,0.223,0,1,5,unauthorized,0
CASE-8075,1136.71,37,1,0,1,25,35,2449.88,3,0.176,0,6,0,item_not_received,1
CASE-8076,514.79,3,1,0,1,19,89,358.62,1,0.118,0,5,1,unauthorized,1
CASE-8077,7173.78,2,0,0,0,11,13,11524.18,3,0.195,0,5,1,item_not_received,1
CASE-8078,20093.58,7,0,0,1,1,28,28975.37,3,0.096,0,6,0,defective,1
CASE-8079,69023.14,24,0,0,0,23,10,126274.12,1,0.07,0,2,4,unauthorized,0
CASE-8080,34393.4,8,5,2,1,0,2,36460.78,2,0.86,0,3,3,unauthorized,0
CASE-8081,920.43,12,0,0,1,19,14,584.62,3,0.087,0,3,3,duplicate,1
CASE-8082,101190.69,2,1,0,0,27,15,83753.03,0,0.347,1,1,5,unauthorized,0
CASE-8083,3283.03,5,0,0,0,12,12,2025.21,2,0.173,1,4,2,defective,0
CASE-8084,310.73,10,0,6,1,4,13,408.42,8,0.046,0,5,1,item_not_received,0
CASE-8085,1562.29,2,0,0,0,12,5,3759.46,0,0.301,0,0,6,unauthorized,1
CASE-8086,52810.66,1,0,0,1,26,17,63134.49,3,0.101,4,5,1,other,1
CASE-8087,341.01,3,1,0,1,0,1,415.81,4,0.506,0,5,1,item_not_received,1
CASE-8088,97402.06,14,0,0,1,29,24,173605.17,0,0.421,2,5,1,item_not_received,1
CASE-8089,1937.5,15,9,2,1,0,1,939.41,3,0.908,0,4,2,defective,1
CASE-8090,205.73,3,0,0,1,22,49,211.7,13,0.496,6,4,2,defective,1
CASE-8091,19651.77,72,5,0,1,15,6,13222.65,0,0.46,0,5,1,defective,0
CASE-8092,44859.8,2,2,1,1,0,14,100291.71,4,0.397,5,5,1,item_not_received,1
CASE-8093,673.67,7,0,2,0,16,10,759.22,3,0.103,0,3,3,item_not_received,0
CASE-8094,8625.07,83,8,2,0,23,5,20072.78,3,0.651,1,4,2,unauthorized,0
CASE-8095,14796.42,5,0,0,1,0,27,26109.06,4,0.019,0,6,0,defective,1
CASE-8096,8037.5,4,3,0,1,0,23,3626.57,2,0.283,1,4,2,item_not_received,1
CASE-8097,203.39,16,1,5,1,0,1,280.83,10,0.364,1,2,4,unauthorized,0
CASE-8098,147898.59,11,0,1,1,7,2,208200.55,12,0.138,0,5,1,item_not_received,1
CASE-8099,9033.21,1,0,0,0,3,24,16283.24,14,0.25,4,4,2,defective,0
CASE-8100,14999.68,4,0,0,1,3,9,34095.88,11,0.252,0,5,1,defective,1
CASE-8101,218.25,11,0,1,1,0,89,422.11,2,0.091,0,4,2,item_not_received,1
CASE-8102,896.12,16,0,2,1,0,16,319.32,9,0.118,0,5,1,other,1
CASE-8103,142264.06,60,0,1,1,0,21,337946.04,4,0.139,0,6,0,duplicate,1
CASE-8104,1274.86,2,0,0,1,0,68,962.48,0,0.023,0,5,1,item_not_received,1
CASE-8105,101848.1,4,1,2,1,1,9,104110.43,1,0.022,0,3,3,other,0
CASE-8106,17759.67,15,0,0,1,0,6,9773.12,8,0.041,5,4,2,item_not_received,1
CASE-8107,76615.81,35,0,2,1,26,61,64830.31,7,0.041,0,6,0,item_not_received,1
CASE-8108,1128.88,13,8,0,1,0,17,997.73,1,0.886,0,6,0,item_not_received,1
CASE-8109,83886.22,1,0,0,1,0,6,156025.2,8,0.32,0,5,1,item_not_received,1
CASE-8110,11323.36,4,0,0,1,0,29,6470.49,3,0.164,0,4,2,defective,1
CASE-8111,1794.66,8,0,2,0,7,6,3510.42,1,0.078,0,1,5,unauthorized,0
CASE-8112,8677.08,7,2,0,1,25,6,16621.2,3,0.161,1,5,1,item_not_received,1
CASE-8113,11710.03,1,2,0,1,0,21,3739.15,0,0.19,3,5,1,defective,0
CASE-8114,18357.56,44,0,0,1,0,6,17092.06,4,0.182,0,6,0,item_not_received,1
CASE-8115,56739.02,3,0,0,1,0,16,60020.23,4,0.297,0,3,3,item_not_received,1
CASE-8116,16774.39,87,0,0,0,26,18,29827.78,4,0.272,0,4,2,defective,0
CASE-8117,789.63,2,0,0,1,15,25,1681.93,5,0.208,0,4,2,unauthorized,1
CASE-8118,516.03,13,2,0,1,9,30,220.46,0,0.207,1,4,2,item_not_received,1
CASE-8119,6405.06,54,0,0,1,25,10,10508.26,0,0.312,6,3,3,unauthorized,0
CASE-8120,17749.74,6,0,0,0,11,62,21903.5,1,0.247,0,1,5,defective,0
CASE-8121,26196.43,16,0,1,1,0,12,13359.23,1,0.123,0,2,4,unauthorized,0
CASE-8122,18213.68,24,0,0,0,28,2,39581.93,10,0.299,0,5,1,item_not_received,1
CASE-8123,89034.76,2,0,0,0,14,10,150371.0,2,0.06,1,2,4,item_not_received,0
CASE-8124,13873.55,19,0,0,0,22,66,19405.43,0,0.09,1,1,5,defective,0
CASE-8125,67319.66,7,3,0,1,2,23,79316.41,1,0.657,0,4,2,duplicate,1
CASE-8126,17720.71,69,9,0,0,15,19,40403.13,5,0.735,2,2,4,item_not_received,0
CASE-8127,7831.26,2,3,7,1,13,25,16868.52,0,0.27,2,4,2,item_not_received,0
CASE-8128,14774.12,3,0,0,1,0,1,6726.16,0,0.305,0,4,2,unauthorized,1
CASE-8129,124401.69,13,6,1,1,0,1,44637.32,2,1.0,0,3,3,other,1
CASE-8130,3764.02,18,1,2,1,27,12,6314.77,3,0.164,0,5,1,defective,1
CASE-8131,807.8,9,1,2,1,0,23,1456.38,0,0.203,0,3,3,item_not_received,1
CASE-8132,14588.96,19,0,5,1,0,3,31356.94,1,0.271,0,4,2,unauthorized,0
CASE-8133,81343.05,4,0,0,1,10,22,75254.28,1,0.054,0,3,3,item_not_received,1
CASE-8134,134261.84,1,1,0,1,0,22,89387.1,1,0.57,0,4,2,unauthorized,0
CASE-8135,18019.6,4,3,1,1,8,6,15808.52,3,0.345,0,5,1,other,1
CASE-8136,147290.05,26,0,0,0,23,4,236607.65,9,0.023,0,4,2,unauthorized,0
CASE-8137,899.56,1,0,1,1,0,3,1664.89,6,0.192,0,6,0,defective,1
CASE-8138,17696.61,16,0,1,0,17,5,17179.19,4,0.164,4,4,2,item_not_received,0
CASE-8139,128571.54,4,0,0,0,29,30,159378.36,2,0.082,5,0,6,defective,0
CASE-8140,30682.49,3,3,0,1,27,6,42246.42,0,0.183,3,4,2,defective,0
CASE-8141,1331.69,14,2,0,1,0,19,701.83,12,0.539,1,4,2,unauthorized,1
CASE-8142,503.06,12,7,1,0,23,18,653.05,12,0.474,2,5,1,unauthorized,0
CASE-8143,18056.86,2,0,1,1,0,7,31696.82,13,0.154,0,6,0,defective,1
CASE-8144,319.14,87,0,2,1,16,25,240.62,0,0.256,2,4,2,item_not_received,1
CASE-8145,13993.38,12,5,0,1,0,23,9685.43,1,0.44,0,6,0,item_not_received,1
CASE-8146,1816.3,5,3,1,0,22,28,1262.71,4,0.527,0,2,4,unauthorized,0
CASE-8147,1665.58,38,1,0,1,0,28,2191.32,4,0.145,1,6,0,duplicate,1
CASE-8148,32564.08,5,0,2,1,0,22,61854.85,4,0.062,0,6,0,unauthorized,1
CASE-8149,8046.08,91,0,1,1,6,3,17367.06,4,0.256,0,4,2,unauthorized,1
CASE-8150,7678.04,11,0,2,1,0,12,2719.31,4,0.313,0,6,0,unauthorized,1
CASE-8151,14108.97,1,1,0,0,23,1,27150.2,8,0.268,0,3,3,item_not_received,0
CASE-8152,17845.35,15,8,0,1,0,10,23480.16,2,0.774,1,6,0,other,0
CASE-8153,13762.34,14,0,2,1,0,27,12469.36,2,0.245,2,4,2,item_not_received,1
CASE-8154,1654.34,84,0,0,1,0,25,3633.14,3,0.301,0,5,1,item_not_received,1
CASE-8155,4582.24,1,0,1,0,11,7,4181.96,10,0.282,0,4,2,defective,0
CASE-8156,16857.44,12,3,0,0,9,26,19778.49,10,0.374,0,2,4,other,0
CASE-8157,1732.58,1,0,0,1,4,9,3109.0,0,0.166,0,5,1,other,1
CASE-8158,1889.64,11,0,7,0,11,2,3438.2,1,0.067,0,5,1,duplicate,0
CASE-8159,70980.98,96,0,1,0,10,24,73403.2,11,0.14,0,5,1,duplicate,0
CASE-8160,10104.15,92,0,5,1,0,10,19907.45,0,0.17,1,5,1,item_not_received,1
CASE-8161,3638.59,16,3,0,0,9,9,6049.77,0,0.506,0,3,3,unauthorized,0
CASE-8162,7681.82,16,0,0,0,2,2,13010.7,13,0.357,0,5,1,duplicate,0
CASE-8163,6337.7,10,2,7,1,21,35,4856.14,2,0.228,0,5,1,item_not_received,0
CASE-8164,17557.76,11,4,0,1,0,3,36972.47,0,0.386,1,4,2,item_not_received,1
CASE-8165,982.32,15,0,0,0,20,27,1633.63,0,0.117,0,2,4,item_not_received,1
CASE-8166,8646.19,7,8,2,0,26,28,19007.5,1,1.0,1,3,3,unauthorized,0
CASE-8167,11946.36,1,8,0,0,23,3,11502.11,13,0.955,0,4,2,defective,0
CASE-8168,1083.99,26,6,1,1,0,11,1419.71,10,0.552,0,4,2,defective,0
CASE-8169,239.98,80,0,1,1,0,6,363.81,14,0.155,0,5,1,unauthorized,1
CASE-8170,18292.84,17,1,1,1,21,13,44918.6,3,0.187,1,5,1,other,1
CASE-8171,15916.25,13,1,0,1,8,25,30279.0,0,0.241,0,5,1,other,1
CASE-8172,148081.49,24,0,2,1,0,26,289864.22,4,0.302,0,3,3,unauthorized,0
CASE-8173,879.13,9,2,0,0,19,8,2000.18,1,0.177,0,1,5,item_not_received,0
CASE-8174,875.69,1,0,0,1,28,2,340.49,4,0.218,0,6,0,unauthorized,0
CASE-8175,9655.31,2,0,0,0,22,17,18760.53,1,0.068,0,3,3,item_not_received,0
CASE-8176,42981.22,13,1,1,0,19,19,98386.05,0,0.738,0,4,2,item_not_received,0
CASE-8177,1914.88,5,0,5,1,0,6,4000.71,2,0.115,4,5,1,unauthorized,1
CASE-8178,67118.76,20,0,0,1,0,55,124819.17,7,0.043,1,4,2,other,1
CASE-8179,64839.77,1,0,0,1,12,8,20564.57,11,0.236,4,5,1,duplicate,1
CASE-8180,25791.39,5,0,0,1,0,64,31691.95,0,0.154,5,2,4,item_not_received,1
CASE-8181,1262.77,73,2,2,0,16,1,2394.85,0,0.436,0,2,4,unauthorized,0
CASE-8182,13361.37,67,1,1,1,0,2,18123.78,8,0.261,2,6,0,defective,1
CASE-8183,9024.8,13,3,3,1,4,27,2735.16,4,0.668,2,5,1,item_not_received,1
CASE-8184,4179.14,3,0,0,1,18,7,4559.99,9,0.016,0,4,2,item_not_received,1
CASE-8185,125919.86,1,8,5,1,15,4,94729.21,2,0.922,6,2,4,item_not_received,0
CASE-8186,1008.49,2,0,0,1,0,11,877.16,6,0.069,4,4,2,defective,1
CASE-8187,81690.03,13,0,5,0,18,75,112409.49,10,0.18,0,2,4,unauthorized,0
CASE-8188,105979.85,12,0,0,0,9,84,241185.23,4,0.199,0,3,3,other,0
CASE-8189,3399.43,95,0,5,1,0,7,6964.51,0,0.026,0,5,1,item_not_received,1
CASE-8190,12441.37,79,7,0,1,16,22,31076.72,14,1.0,0,4,2,unauthorized,0
CASE-8191,14412.62,9,0,2,1,26,24,12212.45,3,0.196,0,5,1,duplicate,1
CASE-8192,113288.18,1,0,0,1,0,80,147038.04,10,0.016,1,5,1,defective,0
CASE-8193,429.33,61,0,0,1,0,3,1019.41,4,0.096,0,5,1,duplicate,1
CASE-8194,146805.96,12,0,1,1,5,29,274390.1,0,0.1,2,5,1,item_not_received,1
CASE-8195,6331.78,8,0,3,1,20,4,9701.44,1,0.471,3,4,2,defective,0
CASE-8196,1424.55,4,1,0,1,0,77,2450.56,4,0.475,6,4,2,item_not_received,1
CASE-8197,297.83,6,0,2,1,0,26,287.01,0,0.089,1,5,1,defective,0
CASE-8198,1220.64,31,0,1,1,29,15,1787.22,4,0.183,6,5,1,unauthorized,1
CASE-8199,959.58,11,0,0,1,0,9,2027.93,6,0.18,4,4,2,item_not_received,1
CASE-8200,1257.89,22,3,0,0,12,16,1783.19,6,0.407,4,3,3,duplicate,0
CASE-8201,1125.46,3,6,0,1,6,29,1134.33,0,0.636,0,3,3,duplicate,1
CASE-8202,736.82,1,0,0,1,0,12,524.65,12,0.155,2,4,2,unauthorized,1
CASE-8203,12568.24,18,3,1,1,0,26,29398.41,3,0.506,0,3,3,defective,1
CASE-8204,11354.79,66,2,0,1,9,28,15782.21,13,0.107,0,5,1,unauthorized,1
CASE-8205,121695.89,45,0,7,1,11,18,151993.22,0,0.128,2,6,0,item_not_received,0
CASE-8206,1559.42,46,2,0,0,3,26,864.15,0,0.231,5,4,2,duplicate,0
CASE-8207,133624.24,16,0,0,1,28,18,185485.03,14,0.187,0,6,0,defective,1
CASE-8208,99184.98,86,0,1,1,0,15,235740.41,2,0.088,0,6,0,other,1
CASE-8209,108466.8,9,0,0,1,4,2,270431.13,3,0.186,0,3,3,item_not_received,1
CASE-8210,969.91,3,2,1,0,0,46,1014.22,8,0.211,4,3,3,item_not_received,0
CASE-8211,1146.25,2,9,0,1,0,39,390.79,4,0.737,6,5,1,item_not_received,0
CASE-8212,112414.43,17,2,1,1,0,3,128750.16,11,0.588,0,5,1,unauthorized,1
CASE-8213,125790.41,7,3,0,1,5,2,120781.22,0,0.252,0,3,3,other,1
CASE-8214,111339.96,19,3,0,1,0,5,92100.32,7,0.214,0,6,0,item_not_received,1
CASE-8215,121401.13,3,0,0,1,0,1,202970.94,6,0.427,0,5,1,item_not_received,1
CASE-8216,10953.0,7,3,0,1,27,18,25621.21,13,0.657,0,4,2,item_not_received,1
CASE-8217,144787.82,12,1,0,1,0,23,115848.15,4,0.279,1,6,0,unauthorized,1
CASE-8218,147558.5,13,4,2,0,17,3,158735.77,3,0.709,2,2,4,defective,0
CASE-8219,13716.09,1,3,0,0,24,10,34101.7,2,0.503,2,3,3,defective,0
CASE-8220,17462.72,14,1,6,1,0,4,32843.28,4,0.46,0,6,0,unauthorized,0
CASE-8221,8392.39,23,0,0,1,0,2,8725.32,0,0.151,0,6,0,item_not_received,1
CASE-8222,134299.78,1,0,0,0,22,58,122407.42,9,0.131,0,2,4,defective,0
CASE-8223,10356.38,3,1,0,0,7,19,5514.4,4,0.14,2,4,2,unauthorized,1
CASE-8224,488.07,3,1,0,1,0,2,281.53,0,0.272,0,5,1,other,1
CASE-8225,15457.96,61,2,0,1,0,1,25795.64,4,0.428,4,5,1,unauthorized,1
CASE-8226,31637.12,7,1,0,1,0,3,46779.71,10,0.143,1,4,2,item_not_received,1
CASE-8227,1376.22,16,8,0,1,15,39,3421.53,4,1.0,1,3,3,item_not_received,0
CASE-8228,121992.74,3,2,1,0,27,14,91028.25,2,0.217,0,2,4,unauthorized,0
CASE-8229,6858.29,1,7,2,0,23,18,6588.88,0,0.563,0,3,3,unauthorized,0
CASE-8230,1980.8,35,0,0,1,0,87,2327.72,8,0.128,0,4,2,other,1
CASE-8231,1298.56,53,0,0,1,0,3,2809.65,2,0.151,2,4,2,unauthorized,1
CASE-8232,657.0,11,1,0,1,13,6,314.43,13,0.161,0,6,0,unauthorized,1
CASE-8233,2029.74,87,2,0,1,1,9,2787.95,1,0.2,2,4,2,other,0
CASE-8234,667.11,7,0,0,0,29,68,241.87,4,0.427,0,4,2,defective,1
CASE-8235,128190.07,10,5,0,0,24,1,262171.81,5,0.526,5,4,2,other,0
CASE-8236,6818.07,1,0,1,1,7,1,6690.16,14,0.15,6,4,2,item_not_received,1
CASE-8237,719.81,75,6,2,1,0,21,1773.44,12,0.62,0,6,0,item_not_received,1
CASE-8238,80864.78,73,0,0,1,0,28,27503.03,5,0.175,6,5,1,item_not_received,1
CASE-8239,1871.73,26,0,4,1,0,10,3038.05,3,0.183,4,4,2,other,1
CASE-8240,1548.54,4,0,0,0,3,8,1764.58,2,0.053,0,3,3,duplicate,0
CASE-8241,590.56,3,0,0,0,0,26,1469.97,4,0.088,0,4,2,unauthorized,0
CASE-8242,148686.45,1,0,2,1,0,22,333473.29,4,0.158,2,4,2,unauthorized,1
CASE-8243,7254.01,3,3,2,1,0,10,10625.17,1,0.585,0,4,2,item_not_received,1
CASE-8244,263.68,3,0,0,0,10,1,644.02,12,0.033,1,1,5,unauthorized,0
CASE-8245,1423.99,57,0,0,1,19,19,1142.18,8,0.278,2,5,1,defective,1
CASE-8246,375.81,18,0,0,1,0,9,818.62,2,0.135,0,3,3,item_not_received,1
CASE-8247,3760.88,4,0,0,0,5,9,5903.24,2,0.198,2,3,3,item_not_received,0
CASE-8248,116866.09,85,0,0,1,0,1,57451.46,3,0.294,0,4,2,unauthorized,1
CASE-8249,201.06,6,0,0,0,23,57,109.74,4,0.033,0,5,1,item_not_received,0
CASE-8250,130417.26,1,0,0,1,0,21,276671.35,0,0.124,0,5,1,item_not_received,1
CASE-8251,2874.44,16,0,0,1,0,75,2116.17,2,0.102,2,3,3,unauthorized,0
CASE-8252,5877.16,7,5,6,1,3,3,3817.1,1,0.523,1,4,2,other,0
CASE-8253,11161.66,1,2,1,0,25,20,5386.66,2,0.22,4,5,1,defective,0
CASE-8254,14730.74,2,2,1,0,9,12,33666.52,1,0.227,0,5,1,unauthorized,0
CASE-8255,11506.95,49,0,0,0,11,24,5211.82,0,0.092,2,2,4,item_not_received,0
CASE-8256,14629.6,4,0,0,0,11,1,29898.97,9,0.063,0,4,2,item_not_received,0
CASE-8257,16313.95,95,1,0,1,22,2,31148.16,3,0.201,4,5,1,unauthorized,1
CASE-8258,1323.93,1,0,3,0,25,23,2220.74,1,0.294,0,5,1,defective,1
CASE-8259,1733.35,2,0,5,1,26,15,3529.4,3,0.045,0,4,2,unauthorized,1
CASE-8260,922.59,10,3,7,1,0,3,2214.14,0,0.534,0,5,1,item_not_received,1
CASE-8261,110637.91,3,2,1,1,0,24,222410.11,0,0.329,2,5,1,item_not_received,1
CASE-8262,211.67,1,2,0,1,0,6,428.67,11,0.277,0,4,2,unauthorized,1
CASE-8263,136552.82,2,3,0,0,7,4,294064.22,1,0.215,0,3,3,defective,0
CASE-8264,64709.93,1,2,0,0,4,4,31452.15,0,0.364,0,4,2,item_not_received,0
CASE-8265,482.53,2,0,0,1,0,60,814.63,1,0.302,0,3,3,unauthorized,1
CASE-8266,10940.69,1,0,0,1,0,44,17031.53,0,0.11,5,4,2,item_not_received,1
CASE-8267,910.02,3,0,0,0,21,23,1844.81,3,0.059,0,2,4,defective,0
CASE-8268,96308.13,4,0,0,0,1,28,75324.34,1,0.27,2,3,3,item_not_received,0
CASE-8269,981.86,1,0,0,0,4,17,318.03,0,0.097,0,2,4,item_not_received,0
CASE-8270,1514.75,8,2,1,0,0,5,655.67,4,0.087,0,4,2,item_not_received,0
CASE-8271,45288.89,3,1,2,1,11,27,33022.26,14,0.108,0,4,2,unauthorized,1
CASE-8272,442.6,4,0,0,1,12,85,741.1,0,0.214,0,4,2,unauthorized,0
CASE-8273,26957.58,12,0,0,1,0,15,32479.15,0,0.178,2,5,1,defective,0
CASE-8274,4954.81,13,7,1,0,24,5,9010.37,3,0.547,0,3,3,defective,0
CASE-8275,94203.47,8,0,0,0,24,28,231743.5,3,0.441,2,2,4,defective,0
CASE-8276,771.55,8,9,0,1,0,21,1152.27,0,0.757,2,4,2,item_not_received,0
CASE-8277,8480.98,47,3,0,1,0,11,13147.68,6,0.392,0,5,1,other,1
CASE-8278,12115.55,11,3,0,0,29,6,10917.57,1,0.818,1,2,4,defective,0
CASE-8279,490.63,1,4,0,1,0,35,1071.62,11,0.678,2,6,0,defective,1
CASE-8280,10077.93,11,0,0,1,0,14,16423.29,3,0.114,2,4,2,other,1
CASE-8281,17368.44,6,3,0,1,21,4,27050.9,2,0.499,0,5,1,other,1
CASE-8282,10422.94,4,0,0,1,2,5,15108.35,4,0.101,2,5,1,item_not_received,1
CASE-8283,6746.85,14,0,0,1,15,6,9058.11,13,0.135,4,3,3,unauthorized,1
CASE-8284,116672.19,2,9,0,1,0,28,228207.87,0,1.0,0,5,1,unauthorized,0
CASE-8285,10981.77,12,6,0,1,11,11,15361.9,7,0.736,2,3,3,unauthorized,0
CASE-8286,1117.74,95,3,0,1,0,18,2140.91,9,0.354,0,5,1,item_not_received,1
CASE-8287,1743.5,8,0,0,0,12,1,3841.31,2,0.323,0,3,3,item_not_received,0
CASE-8288,13212.7,35,0,0,1,11,33,21308.84,1,0.09,0,6,0,duplicate,1
CASE-8289,1942.91,4,1,0,1,0,2,1734.46,3,0.243,0,4,2,unauthorized,1
CASE-8290,1471.27,10,6,2,0,18,21,1800.99,6,0.787,2,2,4,item_not_received,0
CASE-8291,590.62,5,0,0,1,2,12,884.58,0,0.217,5,5,1,item_not_received,1
CASE-8292,69506.36,3,0,0,1,0,3,78130.15,7,0.111,0,6,0,other,1
CASE-8293,54457.87,6,0,0,1,5,5,122938.94,2,0.214,0,6,0,defective,1
CASE-8294,128167.35,12,0,0,1,0,69,293573.09,2,0.212,1,4,2,item_not_received,1
CASE-8295,1679.53,16,0,1,0,24,80,3240.89,0,0.125,0,4,2,item_not_received,0
CASE-8296,735.57,14,0,6,1,0,4,1281.91,0,0.391,2,4,2,unauthorized,0
CASE-8297,146022.43,64,0,0,0,21,25,356218.46,1,0.055,1,3,3,unauthorized,1
CASE-8298,15480.92,88,7,0,1,0,3,15710.38,4,0.923,0,4,2,item_not_received,1
CASE-8299,90298.26,77,2,2,1,0,68,60112.15,4,0.225,2,6,0,duplicate,1
CASE-8300,1819.49,12,9,0,0,19,3,2016.75,6,0.909,2,1,5,duplicate,0
CASE-8301,55172.95,17,0,5,0,22,12,93594.3,0,0.026,2,2,4,item_not_received,0
CASE-8302,21261.34,4,0,1,1,0,16,33108.72,2,0.076,0,3,3,item_not_received,1
CASE-8303,54474.48,3,0,1,1,0,81,56628.31,14,0.072,1,6,0,item_not_received,1
CASE-8304,51504.85,14,0,0,0,6,16,28804.5,0,0.218,0,4,2,item_not_received,0
CASE-8305,128567.06,6,3,2,0,22,2,253353.75,2,0.208,0,4,2,unauthorized,0
CASE-8306,7208.69,15,4,0,1,0,24,8817.69,3,0.357,0,3,3,unauthorized,1
CASE-8307,41739.75,5,0,2,1,0,2,92946.38,0,0.115,1,3,3,unauthorized,1
CASE-8308,11205.95,11,0,0,1,19,67,27089.26,1,0.073,3,4,2,unauthorized,0
CASE-8309,91698.19,6,0,0,1,0,3,51584.66,12,0.217,1,5,1,unauthorized,0
CASE-8310,251.38,4,1,0,0,20,16,448.96,2,0.256,0,3,3,other,0
CASE-8311,15602.71,2,1,0,0,16,2,38706.1,4,0.11,1,3,3,unauthorized,0
CASE-8312,1704.57,8,3,0,0,5,6,3101.55,2,0.285,0,2,4,duplicate,0
CASE-8313,1882.31,12,2,3,1,0,15,1402.74,1,0.23,0,4,2,defective,1
CASE-8314,1109.94,5,0,0,1,0,4,2588.63,2,0.207,0,5,1,defective,1
CASE-8315,1600.84,18,1,1,1,3,47,1524.04,1,0.094,0,3,3,defective,0
CASE-8316,5079.77,17,0,2,0,3,55,1558.12,0,0.278,0,4,2,duplicate,0
CASE-8317,943.75,8,0,0,1,0,6,895.74,1,0.062,1,5,1,other,1
CASE-8318,19701.88,4,2,0,1,0,21,33413.3,12,0.491,0,5,1,item_not_received,1
CASE-8319,14402.25,4,0,0,0,9,3,24544.9,4,0.157,1,4,2,item_not_received,0
CASE-8320,26010.72,16,0,5,0,8,6,59499.35,0,0.424,0,2,4,defective,0
CASE-8321,8896.47,6,2,2,0,11,1,3734.93,9,0.325,0,1,5,item_not_received,0
CASE-8322,1344.52,81,9,0,1,0,7,1407.42,9,1.0,0,6,0,defective,0
CASE-8323,210.53,9,0,2,1,21,58,423.75,3,0.112,0,3,3,duplicate,0
CASE-8324,124901.51,17,8,0,1,7,79,146836.96,1,1.0,0,6,0,duplicate,1
CASE-8325,18565.5,1,0,0,0,28,2,27322.44,0,0.297,1,3,3,defective,0
CASE-8326,373.67,15,1,0,1,11,9,683.25,0,0.298,0,5,1,item_not_received,1
CASE-8327,56767.05,5,4,0,1,0,13,97818.23,1,0.517,2,5,1,duplicate,1
CASE-8328,18057.57,34,2,2,0,15,12,29429.1,0,0.567,0,4,2,other,0
CASE-8329,757.85,14,2,5,1,26,5,1816.75,3,0.174,0,3,3,item_not_received,0
